"id","title","institution","instructor","description","section","url","created_at","updated_at"
"8543","12.491 Biogeochemistry of Sulfur","Massachusetts Institute of Technology","Prof. Roger Summons
                                            Prof. Shuhei Ono","This course is designed for advanced undergraduate and graduate students with an interest in using primary research literature to discuss and learn about current research around sulfur biogeochemistry and astrobiology.","Earth, Atmospheric, and Planetary Sciences","http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-491-biogeochemistry-of-sulfur-fall-2007","2013-12-22 17:08:39.640771","2013-12-22 17:08:39.640771"
"8544","6.976 High Speed Communication Circuits and Systems","Massachusetts Institute of Technology","Prof. Michael Perrott","6.976 covers circuit and system level design issues of high speed communication systems, with primary focus being placed on wireless and broadband data link applications. Specific circuit topics include transmission lines, high speed and low noise amplifiers, VCO's, and high speed digital circuits. Specific system topics include frequency synthesizers, clock and data recovery circuits, and GMSK transceivers. In addition to learning analysis skills for the above items, students will gain a significant amount of experience in simulating circuits in SPICE and systems in CppSim (a custom C++ simulator).","Electrical Engineering and Computer Science","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-976-high-speed-communication-circuits-and-systems-spring-2003","2013-12-22 17:08:39.656772","2013-12-22 17:08:39.656772"
"8545","21H.466 Imperial and Revolutionary Russia: Culture and Politics","Massachusetts Institute of Technology","Prof. Elizabeth A. Wood","At the beginning of the eighteenth century Russia began to come into its own as a major European power. Members of the Russian intellectual classes increasingly compared themselves and their autocratic order to states and societies in the West. This comparison generated both a new sense of national consciousness and intense criticism of the existing order in Russia. In this course we will examine different perspectives on Russian history and literature in order to try to understand the Russian Empire as it changed from the medieval period to the modern.","History","http://ocw.mit.edu/courses/history/21h-466-imperial-and-revolutionary-russia-culture-and-politics-fall-2008","2013-12-22 17:08:39.671772","2013-12-22 17:08:39.671772"
"8546","21L.995 Special Topics in Literature: Milton's ""Paradise Lost""","Massachusetts Institute of Technology","Prof. Mary Fuller","In this 3-unit class, we will read Milton's epic poem Paradise Lost. The goal of the class is for students to come away feeling comfortable with its language and argument; meeting in a small group will also allow us to talk about the key questions and issues raised by the poem. This course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.","Literature","http://ocw.mit.edu/courses/literature/21l-995-special-topics-in-literature-milton-s-paradise-lost-january-iap-2008","2013-12-22 17:08:39.686773","2013-12-22 17:08:39.686773"
"8547","9.68 Affect: Biological, Psychological, and Social Aspects of ""Feelings""","Massachusetts Institute of Technology","Prof. Stephan Chorover","Affect is to cognition and behavior as feeling is to thinking and acting, or as values are to beliefs and practices. Considers these relations, both at the psychological level of organization and also in terms of their neurobiological and sociocultural counterparts. In addition to attending weekly class sessions and doing regular homework assignments, students are required to participate in small study groups that meet independently for two hours per week.","Brain and Cognitive Sciences","http://ocw.mit.edu/courses/brain-and-cognitive-sciences/9-68-affect-biological-psychological-and-social-aspects-of-feelings-spring-2009","2013-12-22 17:08:39.702774","2013-12-22 17:08:39.702774"
"8548","EEOS 601 - Introduction to Applied Statistics, Summer 2003","University of Massachusetts - Boston","Professor Eugene Gallagher, Ph.D.","This course provides graduate students in the sciences with an intensive introduction to applied statistics. Topics include descriptive statistics, probability, non-parametric methods, estimation methods, hypothesis testing, correlation and linear regression, simulation, and robustness considerations. Calculations will be done using handheld calculators and the Minitab Statistical Computer Software.","Environmental, Earth, and Ocean Sciences","http://ocw.umb.edu/environmental-earth-and-ocean-sciences/introduction-to-applied-statistics","2013-12-22 17:08:39.718775","2013-12-22 17:08:39.718775"
"8549","21W.780 Communicating in Technical Organizations","Massachusetts Institute of Technology","Prof. Edward Barrett","This course focuses on an exploration of the role that communication plays in the work of the contemporary engineering and science professional. Emphasis is placed on analyzing how composition and publication contribute to work management and knowledge production, as well as the ""how-to"" aspects of writing specific kinds of documents in a clear style. Topics include: communication as organizational process, electronic modes such as e-mail and the Internet, the informational and social roles of specific document forms, writing as collaboration, the writing process, the elements of style, methods of oral presentation, and communication ethics. Case studies used as the basis for class discussion and some writing assignments. Several short documents, a longer report or article, and a short oral presentation are required.","Writing and Humanistic Studies","http://ocw.mit.edu/courses/writing-and-humanistic-studies/21w-780-communicating-in-technical-organizations-fall-2001","2013-12-22 17:08:39.733776","2013-12-22 17:08:39.733776"
"8550","9.22J / HST.422J A Clinical Approach to the Human Brain","Massachusetts Institute of Technology","Prof. Thomas Byrne","This course is designed to provide an understanding of how the human brain works in health and disease, and is intended for both the Brain and Cognitive Sciences major and the non-Brain and Cognitive Sciences major. Knowledge of how the human brain works is important for all citizens, and the lessons to be learned have enormous implications for public policy makers and educators. 
The course will cover the regional anatomy of the brain and provide an introduction to the cellular function of neurons, synapses and neurotransmitters. Commonly used drugs that alter brain function can be understood through a knowledge of neurotransmitters. Along similar lines, common diseases that illustrate normal brain function will be discussed. Experimental animal studies that reveal how the brain works will be reviewed.
Throughout the seminar we will discuss clinical cases from Dr. Byrne's experience that illustrate brain function; in addition, articles from the scientific literature will be discussed in each class.","Brain and Cognitive Sciences","http://ocw.mit.edu/courses/brain-and-cognitive-sciences/9-22j-a-clinical-approach-to-the-human-brain-fall-2006","2013-12-22 17:08:39.744777","2013-12-22 17:08:39.744777"
"8551","Johns Hopkins Bloomberg School of Public Health Faculty Interviews","Johns Hopkins Bloomberg School of Public Health","JHSPH Faculty","Johns Hopkins Bloomberg School of Public Health Faculty Interviews","Office of Communications and Public Affairs","http://ocw.jhsph.edu/courses/facultyinterviews/","2013-12-22 17:08:39.759777","2013-12-22 17:08:39.759777"
"8552","21M.732 Beginning Costume Design and Construction","Massachusetts Institute of Technology","Ms. Leslie Cocuzzo Held","This is an intermediate workshop designed for students who have a basic understanding of the principles of theatrical design and who want a more intensive study of costume design and the psychology of clothing. Students develop designs that emerge through a process of character analysis, based on the script and directorial concept. Period research, design, and rendering skills are fostered through practical exercises. Instruction in basic costume construction, including drafting and draping, provide tools for students to produce final projects.","Music and Theater Arts","http://ocw.mit.edu/courses/music-and-theater-arts/21m-732-beginning-costume-design-and-construction-fall-2008","2013-12-22 17:08:39.778779","2013-12-22 17:08:39.778779"
"8553","21W.747 Classical Rhetoric and Modern Political Discourse","Massachusetts Institute of Technology","Prof. Leslie Perelman","This course is an introduction to the history, theory, practice, and implications of rhetoric, the art and craft of persuasion throughAnalyzing persuasive texts and speechesCreating persuasive texts and speechesThrough class discussions, presentations, and written assignments, you will get to practice your own rhetorical prowess. Through the readings, you'll also learn some ways to make yourself a more efficient reader, as you turn your analytical skills on the texts themselves. This combination of reading, speaking, and writing will help you succeed in:learningto read and think criticallytechniques of rhetorical analysistechniques of argumentto enhance your written and oral discourse with appropriate figures of speechsome techniques of oral presentation and the use of visual aids and visual rhetoric.","Writing and Humanistic Studies","http://ocw.mit.edu/courses/writing-and-humanistic-studies/21w-747-classical-rhetoric-and-modern-political-discourse-fall-2009","2013-12-22 17:08:39.795780","2013-12-22 17:08:39.795780"
"8554","15.223 Global Markets, National Policies, and the Competitive Advantages of Firms","Massachusetts Institute of Technology","Prof. Richard Locke","The world is changing in two fundamental ways. First, the development of a truly global market in products, services, capital, and even certain types of labor is changing the basic terms of competition for an array of different firms and industries. Second, the rules and institutions governing the new international economic order are still in flux. National regulations are no longer adequate yet international accords over trade, intellectual property, labor standards, and a host of other issues are fiercely and frequently contested by competing interests. The final results of these debates will determine who wins and who loses in the new global economy. Understanding the interaction between environment and business around the world is the key to understanding both the possibilities for and constraints on either managing an existing or starting a new business in today's fast-changing economy.","Sloan School of Management","http://ocw.mit.edu/courses/sloan-school-of-management/15-223-global-markets-national-policies-and-the-competitive-advantages-of-firms-fall-2007","2013-12-22 17:08:39.815781","2013-12-22 17:08:39.815781"
"8555","21M.262 Modern Music: 1900-1960","Massachusetts Institute of Technology","Prof. Michael Scott Cuthbert","This subject covers a specific branch of music history: Western concert music of first sixty years of the twentieth century. Although we will be listening to and studying many pieces (most of the highest caliber) the goal of the course is not solely to build up a repertory of works in our memory (though that is indeed a goal). We will be most concerned with larger questions of continuity and change in music. We will also consider questions of reception, or historiography - that is, the creation of history and our perception of it. Why do we perceive much of this music, so much closer in time to us than Mozart or Beethoven, to be so foreign? Is this music aloof and separate from popular music of the twentieth century or is there a real connection (perhaps hidden)? The subject will continue to follow some topics of central interest to music before 1960, such as serialism and aleatory, beyond the 1960 cutoff. Conversely a few topics which get their start just before 1960 but which flourish later (minimalism, computer music) will be covered only in 21M.263.","Music and Theater Arts","http://ocw.mit.edu/courses/music-and-theater-arts/21m-262-modern-music-1900-1960-fall-2006","2013-12-22 17:08:39.830782","2013-12-22 17:08:39.830782"
"8556","6.012 Microelectronic Devices and Circuits","Massachusetts Institute of Technology","Prof. Charles Sodini
                                            Prof. Jing Kong
                                            Prof. Judy Hoyt
                                            Prof. Jesús del Alamo
                                            Prof. Akintunde (Tayo) Akinwande","6.012 is the header course for the department's ""Devices, Circuits and Systems"" concentration. The topics covered include: modeling of microelectronic devices, basic microelectronic circuit analysis and design, physical electronics of semiconductor junction and metal-on-silicon (MOS) devices, relation of electrical behavior to internal physical processes, development of circuit models, and understanding the uses and limitations of various models. The course uses incremental and large-signal techniques to analyze and design bipolar and field effect transistor circuits, with examples chosen from digital circuits, single-ended and differential linear amplifiers, and other integrated circuits.","Electrical Engineering and Computer Science","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-012-microelectronic-devices-and-circuits-spring-2009","2013-12-22 17:08:39.844782","2013-12-22 17:08:39.844782"
"8557","Dean's Lecture Series: 2007-2008","Johns Hopkins Bloomberg School of Public Health","JHSPH Faculty","In these presentations, the lecturers address challenging public health issues of the day and report on lessons learned from their own research and experience in the field.","Office of the Dean","http://ocw.jhsph.edu/courses/deanslectureseries0708/","2013-12-22 17:08:39.858783","2013-12-22 17:08:39.858783"
"8558","6.881 Representation and Modeling for Image Analysis","Massachusetts Institute of Technology","Prof. Polina Golland","Most algorithms in computer vision and image analysis can be understood in terms of two important components: a representation and a modeling/estimation algorithm. The representation defines what information is important about the objects and is used to describe them. The modeling techniques extract the information from images to instantiate the representation for the particular objects present in the scene. In this seminar, we will discuss popular representations (such as contours, level sets, deformation fields) and useful methods that allow us to extract and manipulate image information, including manifold fitting, markov random fields, expectation maximization, clustering and others. 
For each concept -- a new representation or an estimation algorithm -- a lecture on the mathematical foundations of the concept will be followed by a discussion of two or three relevant research papers in computer vision, medical and biological imaging, that use the concept in different ways. We will aim to understand the fundamental techniques and to recognize situations in which these techniques promise to improve the quality of the analysis.","Electrical Engineering and Computer Science","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-881-representation-and-modeling-for-image-analysis-spring-2005","2013-12-22 17:08:39.872784","2013-12-22 17:08:39.872784"
"8559","12.742 Marine Chemistry","Massachusetts Institute of Technology","Dr. Dierdre Toole
                                            Dr. Karen Casciotti
                                            Dr. Meg Tivey
                                            Dr. Scott Doney
                                            Dr. William Martin","This course is an introduction to chemical oceanography. It describes reservoir models and residence time, major ion composition of seawater, inputs to and outputs from the ocean via rivers, the atmosphere, and the sea floor. Biogeochemical cycling within the oceanic water column and sediments, emphasizing the roles played by the formation, transport, and alteration of oceanic particles and the effects that these processes have on seawater composition. Cycles of carbon, nitrogen, phosphorus, oxygen, and sulfur. Uptake of anthropogenic carbon dioxide by the ocean. Material presented through lectures and student-led presentation and discussion of recent papers.","Earth, Atmospheric, and Planetary Sciences","http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-742-marine-chemistry-fall-2006","2013-12-22 17:08:39.885785","2013-12-22 17:08:39.885785"
"8560","7.342 Cancer Biology: From Basic Research to the Clinic","Massachusetts Institute of Technology","Dr. Carla Kim
                                            Dr. Kevin Haigis","This course is one of many Advanced Undergraduate Seminars offered by the Biology Department at MIT. These seminars are tailored for students with an interest in using primary research literature to discuss and learn about current biological research in a highly interactive setting.
In 1971, President Nixon declared the ""War on Cancer,"" but after three decades the war is still raging. How much progress have we made toward winning the war and what are we doing to improve the fight? Understanding the molecular and cellular events involved in tumor formation, progression, and metastasis is crucial to the development of innovative therapy for cancer patients. Insights into these processes have been gleaned through basic research using biochemical, molecular, and genetic analysis in yeast, C. elegans, mice, and cell culture models. We will explore the laboratory tools and techniques used to perform cancer research, major discoveries in cancer biology, and the medical implications of these breakthroughs. A focus of the class will be critical analysis of the primary literature to foster understanding of the strengths and limitations of various approaches to cancer research. Special attention will be made to the clinical implications of cancer research performed in model organisms and the prospects for ending the battle with this devastating disease.","Biology","http://ocw.mit.edu/courses/biology/7-342-cancer-biology-from-basic-research-to-the-clinic-fall-2004","2013-12-22 17:08:39.901786","2013-12-22 17:08:39.901786"
"8561","PE.550 Designing Your Life","Massachusetts Institute of Technology","Gabriella Jordan
                                             Lauren Zander","This course provides an exciting, eye-opening, and thoroughly useful inquiry into what it takes to live an extraordinary life, on your own terms. The instructors address what it takes to succeed, to be proud of your life, and to be happy in it. Participants tackle career satisfaction, money, body, vices, and relationship to themselves. They learn how to confront issues in their lives, how to live life, and how to learn from it. 
A short version of this course meets during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month. Then this semester-long extension of the IAP course is taught to interested members of the MIT community. This not-for-credit course is sponsored by the Department of Science, Technology, and Society. A similar, semester-long version of this course is taught in the Sloan Fellows Program.
Acknowledgment
The instructors would like to thank Prof. David Mindell for his sponsorship of this course, his hopes for its continued expansion, and his commitment to the well-being of MIT students.","Athletics, Physical Education and Recreation","http://ocw.mit.edu/courses/athletics-physical-education-and-recreation/pe-550-designing-your-life-spring-2009","2013-12-22 17:08:39.916786","2013-12-22 17:08:39.916786"
"8562","8.02 Electricity and Magnetism","Massachusetts Institute of Technology","Prof. Walter Lewin","In addition to the basic concepts of Electromagnetism, a vast variety of interesting topics are covered in this course: Lightning, Pacemakers, Electric Shock Treatment, Electrocardiograms, Metal Detectors, Musical Instruments, Magnetic Levitation, Bullet Trains, Electric Motors, Radios, TV, Car Coils, Superconductivity, Aurora Borealis, Rainbows, Radio Telescopes, Interferometers, Particle Accelerators (a.k.a. Atom Smashers or Colliders), Mass Spectrometers, Red Sunsets, Blue Skies, Haloes around Sun and Moon, Color Perception, Doppler Effect, Big-Bang Cosmology.
There is a build-your-own-motor contest as part of this course (see Calendar).
OpenCourseWare presents another version of 8.02T: Electricity and Magnetism.
OpenCourseWare also presents Professor Lewin's freshman physics course series 8.01: Newtonian Mechanics with a complete set of 35 video lectures from the Fall of 1999 and 8.03: Vibrations and Waves with a complete set of 23 video lectures from the Fall of 2004.","Physics","http://ocw.mit.edu/courses/physics/8-02-electricity-and-magnetism-spring-2002","2013-12-22 17:08:39.934787","2013-12-22 17:08:39.934787"
"8563","3.052 Nanomechanics of Materials and Biomaterials","Massachusetts Institute of Technology","Prof. Christine Ortiz","This course focuses on the latest scientific developments and discoveries in the field of nanomechanics, the study of forces and motion on extremely tiny (10-9 m) areas of synthetic and biological materials and structures. At this level, mechanical properties are intimately related to chemistry, physics, and quantum mechanics. Most lectures will consist of a theoretical component that will then be compared to recent experimental data (case studies) in the literature. The course begins with a series of introductory lectures that describes the normal and lateral forces acting at the atomic scale. The following discussions include experimental techniques in high resolution force spectroscopy, atomistic aspects of adhesion, nanoindentation, molecular details of fracture, chemical force microscopy, elasticity of single macromolecular chains, intermolecular interactions in polymers, dynamic force spectroscopy, biomolecular bond strength measurements, and molecular motors.","Materials Science and Engineering","http://ocw.mit.edu/courses/materials-science-and-engineering/3-052-nanomechanics-of-materials-and-biomaterials-spring-2007","2013-12-22 17:08:39.946788","2013-12-22 17:08:39.946788"
"8564","21F.114 Chinese VI (Streamlined)","Massachusetts Institute of Technology","Prof. Jin Zhang","This course is a sequel to 21F.113 Chinese V (Streamlined). It is designed to further help students develop sophisticated conversational, reading and writing skills by combining authentic reading and audio-visual material with their own explorations of Chinese speaking societies, using the human, literary, and electronic resources available at MIT, in the Boston area and on the web. Some special features of Chinese societies, cultures and customs will be introduced. The class consists of readings, discussion, student presentations and network exploration. The course is conducted in Mandarin.","Foreign Languages and Literatures","http://ocw.mit.edu/courses/foreign-languages-and-literatures/21f-114-chinese-vi-streamlined-spring-2005","2013-12-22 17:08:39.959789","2013-12-22 17:08:39.959789"
"8565","Modern Poetry","Yale University","Professor Langdon Hammer","This course covers the body of modern poetry, its characteristic techniques, concerns, and major practitioners.  The authors discussed range from Yeats, Eliot, and Pound, to Stevens, Moore, Bishop, and Frost with additional lectures on the poetry of World War One, Imagism, and the Harlem Renaissance.  Diverse methods of literary criticism are employed, such as historical, biographical, and gender criticism.","ENGL","http://oyc.yale.edu/english/modern-poetry","2013-12-22 17:08:39.974790","2013-12-22 17:08:39.974790"
"8566","11.007 Resolving Public Disputes","Massachusetts Institute of Technology","Prof. Judith Layzer","This course is an introduction to real-world dynamics of public policy controversies. Topics to be considered include national, state, and local policy disputes, such as smoking, hazardous waste, abortion, gun control, and education. Using a case study approach, students study whether and how those disputes get resolved. Students conduct debates and simulations in addition to writing a series of short essays.","Urban Studies and Planning","http://ocw.mit.edu/courses/urban-studies-and-planning/11-007-resolving-public-disputes-spring-2005","2013-12-22 17:08:39.988791","2013-12-22 17:08:39.988791"
"8567","17.960 Foundations of Political Science","Massachusetts Institute of Technology","Prof. Joshua Cohen","This subject, required of all first-year PhD students in political science, introduces fundamental ideas, theories, and methods in contemporary political science through the study of a small number of major books and articles that are intrinsically good and have been influential in the field. The first semester focuses principally on issues of political theory and international relations, while the second focuses principally on American and comparative politics. Readings in the fall semester from Rawls, A Theory of Justice; Hayek, The Constitution of Liberty; Arrow Social Choice and Individual Values; Olson, The Logic of Collective Action; Waltz, Theory of International Relations; Bull, The Anarchical Society; Foucault, Discipline and Punish; Elster, Cement of Society; Keohane, After Hegemony, Allison and Zelikow, The Essence of Decision, and Doyle, ""Kant, Liberal Legacies, and Foreign Affairs.""","Political Science","http://ocw.mit.edu/courses/political-science/17-960-foundations-of-political-science-fall-2004","2013-12-22 17:08:40.004791","2013-12-22 17:08:40.004791"
"8568","10.302 Transport Processes","Massachusetts Institute of Technology","Prof. Clark Colton
                                            Prof. Kenneth Smith
                                            Dr. William Dalzell","Principles of heat and mass transfer. Steady and transient conduction and diffusion. Radiative heat transfer. Convective transport of heat and mass in both laminar and turbulent flows. Emphasis on the development of a physical understanding of the underlying phenomena and upon the ability to solve real heat and mass transfer problems of engineering significance.","Chemical Engineering","http://ocw.mit.edu/courses/chemical-engineering/10-302-transport-processes-fall-2004","2013-12-22 17:08:40.040794","2013-12-22 17:08:40.040794"
"8569","Sexual Health, HIV/STI, and Human Rights","Johns Hopkins Bloomberg School of Public Health","Chris Beyrer, Professor, Epidemiology","Sexual Health, HIV/STI, and Human Rights","Office of the Dean","http://ocw.jhsph.edu/courses/beyrer/","2013-12-22 17:08:40.056794","2013-12-22 17:08:40.056794"
"8570","3.320 Atomistic Computer Modeling of Materials (SMA 5107)","Massachusetts Institute of Technology","Prof. Gerbrand Ceder
                                            Prof. Nicola Marzari","This course uses the theory and application of atomistic computer simulations to model, understand, and predict the properties of real materials. Specific topics include: energy models from classical potentials to first-principles approaches; density functional theory and the total-energy pseudopotential method; errors and accuracy of quantitative predictions: thermodynamic ensembles, Monte Carlo sampling and molecular dynamics simulations; free energy and phase transitions; fluctuations and transport properties; and coarse-graining approaches and mesoscale models. The course employs case studies from industrial applications of advanced materials to nanotechnology. Several laboratories will give students direct experience with simulations of classical force fields, electronic-structure approaches, molecular dynamics, and Monte Carlo. 
This course was also taught as part of the Singapore-MIT Alliance (SMA) programme as course number SMA 5107 (Atomistic Computer Modeling of Materials).
Acknowledgements
Support for this course has come from the National Science Foundation's Division of Materials Research (grant DMR-0304019) and from the Singapore-MIT Alliance.","Materials Science and Engineering","http://ocw.mit.edu/courses/materials-science-and-engineering/3-320-atomistic-computer-modeling-of-materials-sma-5107-spring-2005","2013-12-22 17:08:40.069795","2013-12-22 17:08:40.069795"
"8571","4.322 Introduction to Sculpture","Massachusetts Institute of Technology","Prof. Sanjit Sethi","This class introduces fundamental issues in sculpture such as site, context, process, psychology and aesthetics of the object, and the object's relation to the body. During the semester Introduction to Sculpture will explore issues of interpretation and audience interaction. As a significant component to this class introductions to a variety of materials and techniques both traditional (wood, metal, plaster) as well as non-traditional (fabric, latex, found objects, rubber, etc.) will be emphasized.","Architecture","http://ocw.mit.edu/courses/architecture/4-322-introduction-to-sculpture-fall-2003","2013-12-22 17:08:40.083796","2013-12-22 17:08:40.083796"
"8572","ESD.72 / 1.155 / 2.963 / 3.577 / 6.938 / 10.816 / 16.862 / 22.82 Engineering Risk-Benefit Analysis","Massachusetts Institute of Technology","Prof. George Apostolakis","ERBA (ESD.72) emphasizes three methodologies - reliability and probabilistic risk assessment (RPRA), decision analysis (DA), and cost-benefit analysis (CBA). In this class, the issues of interest are: the risks associated with large engineering projects such as nuclear power reactors, the International Space Station, and critical infrastructures; the development of new products; the design of processes and operations with environmental externalities; and infrastructure renewal projects.","Engineering Systems Division","http://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007","2013-12-22 17:08:40.096797","2013-12-22 17:08:40.096797"
"8573","D315_3 Does prison work?","The Open University","","Does prison work and what purpose does it serve? This unit allows you to listen to a discussion surrounding the purpose efficacy and regulation of prisons. Does prison benefit those serving the sentence or simply satisfy a public demand?","Social Sciences","http://openlearn.open.ac.uk/course/view.php?name=D315_3","2013-12-22 17:08:40.108797","2013-12-22 17:08:40.108797"
"8574","21F.022J / SP.461J / WGS.461J International Women's Voices","Massachusetts Institute of Technology","Prof. Margery Resnick","International Women’s Voices has several objectives. It introduces students to a variety of works by contemporary women writers from Asia, Africa, the Middle East, Latin America and North America. The emphasis is on non-western writers. The readings are chosen to encourage students to think about how each author’s work reflects a distinct cultural heritage and to what extent, if any, we can identify a female voice that transcends national cultures. In lectures and readings distributed in class, students learn about the history and culture of each of the countries these authors represent. The way in which colonialism, religion, nation formation and language influence each writer is a major concern of this course. In addition, students examine the patterns of socialization of women in patriarchal cultures, and how, in the imaginary world, authors resolve or understand the relationship of the characters to love, work, identity, sex roles, marriage, and politics.","Foreign Languages and Literatures","http://ocw.mit.edu/courses/foreign-languages-and-literatures/21f-022j-international-women-s-voices-spring-2004","2013-12-22 17:08:40.123798","2013-12-22 17:08:40.123798"
"8575","21W.732-5 Introduction to Technical Communication: Explorations in Scientific and Technical Writing","Massachusetts Institute of Technology","Dr. Donald N. S. Unger","This course is designed to help you develop skills that will enable you to produce clear and effective scientific and technical documents. We will focus on basic principles of good writing-which scientific and technical writing shares with other forms of writing-and on types of documents common in scientific and technical fields and organizations. While the emphasis will be on writing, oral communication of scientific and technical information will form an important component of the course, as well.","Writing and Humanistic Studies","http://ocw.mit.edu/courses/writing-and-humanistic-studies/21w-732-5-introduction-to-technical-communication-explorations-in-scientific-and-technical-writing-fall-2006","2013-12-22 17:08:40.142799","2013-12-22 17:08:40.142799"
"8577","3.A04 Modern Blacksmithing and Physical Metallurgy","Massachusetts Institute of Technology","Michael Tarkanian","Physical metallurgy encompasses the relationships between the composition, structure, processing history and properties of metallic materials. In this seminar you'll be introduced to metallurgy in a particularly ""physical"" way. We will do blacksmithing, metal casting, machining, and welding, using both traditional and modern methods. The seminar meets once per week for an evening laboratory session, and once per week for discussion of issues in materials science and engineering that tie in to the laboratory work. Students will begin by completing some specified projects and progress to designing and fabricating one forged and one cast piece.","Materials Science and Engineering","http://ocw.mit.edu/courses/materials-science-and-engineering/3-a04-modern-blacksmithing-and-physical-metallurgy-fall-2008","2013-12-22 17:08:40.204803","2013-12-22 17:08:40.204803"
"8578","8.512 Theory of Solids II","Massachusetts Institute of Technology","Prof. Patrick Lee","This is the second term of a theoretical treatment of the physics of solids. Topics covered include linear response theory; the physics of disorder; superconductivity; the local moment and itinerant magnetism; the Kondo problem and Fermi liquid theory.","Physics","http://ocw.mit.edu/courses/physics/8-512-theory-of-solids-ii-spring-2009","2013-12-22 17:08:40.218804","2013-12-22 17:08:40.218804"
"8579","3.A26 Freshman Seminar: The Nature of Engineering","Massachusetts Institute of Technology","Prof. Lorna Gibson","Are you interested in investigating how nature engineers itself? How engineers copy the shapes found in nature (""biomimetics"")? This Freshman Seminar investigates why similar shapes occur in so many natural things and how physics changes the shape of nature. Why are things in nature shaped the way they are? How do birds fly? Why do bird nests look the way they do? How do woodpeckers peck? Why can't trees grow taller than they are? Why is grass skinny and hollow? What is the wood science behind musical instruments? Questions such as these are the subject of biomimetic research and they have been the focus of investigation in this course for the past three years.","Materials Science and Engineering","http://ocw.mit.edu/courses/materials-science-and-engineering/3-a26-freshman-seminar-the-nature-of-engineering-fall-2005","2013-12-22 17:08:40.234805","2013-12-22 17:08:40.234805"
"8580","20.110J / 5.601J / 2.772J Thermodynamics of Biomolecular Systems","Massachusetts Institute of Technology","Prof. Kim Hamad-Schifferli
                                            Prof. Linda Griffith
                                            Prof. Moungi Bawendi
                                            Prof. Robert Field","This subject deals primarily with equilibrium properties of macroscopic and microscopic systems, basic thermodynamics, chemical equilibrium of reactions in gas and solution phase, and macromolecular interactions.","Biological Engineering","http://ocw.mit.edu/courses/biological-engineering/20-110j-thermodynamics-of-biomolecular-systems-fall-2005","2013-12-22 17:08:40.251806","2013-12-22 17:08:40.251806"
"8581","2.670 Mechanical Engineering Tools","Massachusetts Institute of Technology","Prof. David Wallace
                                            Prof. Douglas Hart","This course introduces the fundamentals of machine tool and computer tool use. Students work with a variety of machine tools including the bandsaw, milling machine, and lathe. Instruction given on MATLAB®, MAPLE®, XESS™, and CAD. Emphasis is on problem solving, not programming or algorithmic development. Assignments are project-oriented relating to mechanical engineering topics. It is recommended that students take this subject in the first IAP after declaring the major in Mechanical Engineering.
This course was co-created by Prof. Douglas Hart and Dr. Kevin Otto.","Mechanical Engineering","http://ocw.mit.edu/courses/mechanical-engineering/2-670-mechanical-engineering-tools-january-iap-2004","2013-12-22 17:08:40.269807","2013-12-22 17:08:40.269807"
"8582","7.342 Developmental and Molecular Biology of Regeneration","Massachusetts Institute of Technology","Dr. Christian Petersen","How does a regenerating animal ""know"" what's missing? How are stem cells or differentiated cells used to create new tissues during regeneration? In this class we will take a comparative approach to explore this fascinating problem by critically examining classic and modern scientific literature about the developmental and molecular biology of regeneration. We will learn about conserved developmental pathways that are necessary for regeneration, and we will discuss the relevance of these findings for regenerative medicine.
This course is one of many Advanced Undergraduate Seminars offered by the Biology Department at MIT. These seminars are tailored for students with an interest in using primary research literature to discuss and learn about current biological research in a highly interactive setting. Many instructors of the Advanced Undergraduate Seminars are postdoctoral scientists with a strong interest in teaching.","Biology","http://ocw.mit.edu/courses/biology/7-342-developmental-and-molecular-biology-of-regeneration-spring-2008","2013-12-22 17:08:40.287808","2013-12-22 17:08:40.287808"
"8583","CHEM 254 - Organic Chemistry II, Spring 2008","University of Massachusetts - Boston","Marietta Schwartz, Ph.D.","An intensive survey of structure, reactions and synthesis of the main classes of organic compounds. Laboratory illustrates the preparation, purification, and identification of organic compounds by classical and instrumental methods.","Chemistry","http://ocw.umb.edu/chemistry/organic-chemistry-ii","2013-12-22 17:08:40.303809","2013-12-22 17:08:40.303809"
